template_id,service,level,template,count,first_seen,last_seen,sample_message,pod_count
T694,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2121ms,1,2026-06-01T18:14:30.704000+00:00,2026-06-01T18:14:30.704000+00:00,Slow response detected endpoint=/api/cart latency=2121ms,1
T695,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2123ms,1,2026-06-01T19:51:03.733000+00:00,2026-06-01T19:51:03.733000+00:00,Slow response detected endpoint=/api/cart latency=2123ms,1
T696,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2125ms,1,2026-06-01T11:40:53.038000+00:00,2026-06-01T11:40:53.038000+00:00,Slow response detected endpoint=/api/cart latency=2125ms,1
T697,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2126ms,1,2026-06-01T16:41:16.770000+00:00,2026-06-01T16:41:16.770000+00:00,Slow response detected endpoint=/api/cart latency=2126ms,1
T698,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2127ms,1,2026-06-01T22:26:57.521000+00:00,2026-06-01T22:26:57.521000+00:00,Slow response detected endpoint=/api/cart latency=2127ms,1
T699,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2203ms,1,2026-06-01T18:43:52.069000+00:00,2026-06-01T18:43:52.069000+00:00,Slow response detected endpoint=/api/cart latency=2203ms,1
T700,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2205ms,1,2026-06-01T20:07:07.169000+00:00,2026-06-01T20:07:07.169000+00:00,Slow response detected endpoint=/api/cart latency=2205ms,1
T701,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2206ms,1,2026-06-01T18:50:12.302000+00:00,2026-06-01T18:50:12.302000+00:00,Slow response detected endpoint=/api/cart latency=2206ms,1
T702,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2147ms,1,2026-06-01T18:27:46.172000+00:00,2026-06-01T18:27:46.172000+00:00,Slow response detected endpoint=/api/cart latency=2147ms,1
T703,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2148ms,1,2026-06-01T13:11:33.844000+00:00,2026-06-01T13:11:33.844000+00:00,Slow response detected endpoint=/api/cart latency=2148ms,1
T704,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2151ms,1,2026-06-01T19:48:25.147000+00:00,2026-06-01T19:48:25.147000+00:00,Slow response detected endpoint=/api/cart latency=2151ms,1
T705,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2154ms,1,2026-06-01T15:36:26.585000+00:00,2026-06-01T15:36:26.585000+00:00,Slow response detected endpoint=/api/cart latency=2154ms,1
T706,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2157ms,1,2026-06-01T17:32:02.479000+00:00,2026-06-01T17:32:02.479000+00:00,Slow response detected endpoint=/api/cart latency=2157ms,1
T707,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2159ms,1,2026-06-01T20:59:32.912000+00:00,2026-06-01T20:59:32.912000+00:00,Slow response detected endpoint=/api/cart latency=2159ms,1
T708,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2160ms,1,2026-06-01T18:59:12.263000+00:00,2026-06-01T18:59:12.263000+00:00,Slow response detected endpoint=/api/cart latency=2160ms,1
T709,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2161ms,1,2026-06-01T18:30:27.407000+00:00,2026-06-01T18:30:27.407000+00:00,Slow response detected endpoint=/api/cart latency=2161ms,1
T710,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2164ms,1,2026-06-01T12:14:37.804000+00:00,2026-06-01T12:14:37.804000+00:00,Slow response detected endpoint=/api/cart latency=2164ms,1
T711,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2167ms,1,2026-06-01T20:48:34.140000+00:00,2026-06-01T20:48:34.140000+00:00,Slow response detected endpoint=/api/cart latency=2167ms,1
T712,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2168ms,1,2026-06-01T22:22:02.713000+00:00,2026-06-01T22:22:02.713000+00:00,Slow response detected endpoint=/api/cart latency=2168ms,1
T713,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2174ms,1,2026-06-01T18:18:37.158000+00:00,2026-06-01T18:18:37.158000+00:00,Slow response detected endpoint=/api/cart latency=2174ms,1
T714,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1536ms,1,2026-06-01T16:35:36.351000+00:00,2026-06-01T16:35:36.351000+00:00,Slow response detected endpoint=/api/cart latency=1536ms,1
T715,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1506ms,1,2026-06-01T20:01:31.838000+00:00,2026-06-01T20:01:31.838000+00:00,Slow response detected endpoint=/api/cart latency=1506ms,1
T716,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1508ms,1,2026-06-01T23:53:51.575000+00:00,2026-06-01T23:53:51.575000+00:00,Slow response detected endpoint=/api/cart latency=1508ms,1
T717,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1510ms,1,2026-06-01T14:46:25.612000+00:00,2026-06-01T14:46:25.612000+00:00,Slow response detected endpoint=/api/cart latency=1510ms,1
T718,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1518ms,1,2026-06-01T19:36:38.818000+00:00,2026-06-01T19:36:38.818000+00:00,Slow response detected endpoint=/api/cart latency=1518ms,1
T719,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1521ms,1,2026-06-01T19:14:00.693000+00:00,2026-06-01T19:14:00.693000+00:00,Slow response detected endpoint=/api/cart latency=1521ms,1
T720,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1527ms,1,2026-06-01T22:14:40.659000+00:00,2026-06-01T22:14:40.659000+00:00,Slow response detected endpoint=/api/cart latency=1527ms,1
T721,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1530ms,1,2026-06-01T21:27:06.442000+00:00,2026-06-01T21:27:06.442000+00:00,Slow response detected endpoint=/api/cart latency=1530ms,1
T722,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2178ms,1,2026-06-01T22:51:19.531000+00:00,2026-06-01T22:51:19.531000+00:00,Slow response detected endpoint=/api/cart latency=2178ms,1
T723,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2180ms,1,2026-06-01T14:38:35.180000+00:00,2026-06-01T14:38:35.180000+00:00,Slow response detected endpoint=/api/cart latency=2180ms,1
T724,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2182ms,1,2026-06-01T23:25:50.286000+00:00,2026-06-01T23:25:50.286000+00:00,Slow response detected endpoint=/api/cart latency=2182ms,1
T725,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2185ms,1,2026-06-01T10:31:56.056000+00:00,2026-06-01T10:31:56.056000+00:00,Slow response detected endpoint=/api/cart latency=2185ms,1
T726,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2188ms,1,2026-06-01T23:29:13.567000+00:00,2026-06-01T23:29:13.567000+00:00,Slow response detected endpoint=/api/cart latency=2188ms,1
T727,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2189ms,1,2026-06-01T17:19:28.393000+00:00,2026-06-01T17:19:28.393000+00:00,Slow response detected endpoint=/api/cart latency=2189ms,1
T728,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2195ms,1,2026-06-01T23:43:30.607000+00:00,2026-06-01T23:43:30.607000+00:00,Slow response detected endpoint=/api/cart latency=2195ms,1
T729,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2197ms,1,2026-06-01T22:30:41.823000+00:00,2026-06-01T22:30:41.823000+00:00,Slow response detected endpoint=/api/cart latency=2197ms,1
T730,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2198ms,1,2026-06-01T12:06:05.820000+00:00,2026-06-01T12:06:05.820000+00:00,Slow response detected endpoint=/api/cart latency=2198ms,1
T731,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2207ms,1,2026-06-01T20:25:15.010000+00:00,2026-06-01T20:25:15.010000+00:00,Slow response detected endpoint=/api/cart latency=2207ms,1
T732,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2209ms,1,2026-06-01T15:18:10.601000+00:00,2026-06-01T15:18:10.601000+00:00,Slow response detected endpoint=/api/cart latency=2209ms,1
T733,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2212ms,1,2026-06-01T14:51:25.557000+00:00,2026-06-01T14:51:25.557000+00:00,Slow response detected endpoint=/api/cart latency=2212ms,1
T734,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2221ms,1,2026-06-01T20:27:04.627000+00:00,2026-06-01T20:27:04.627000+00:00,Slow response detected endpoint=/api/cart latency=2221ms,1
T735,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2223ms,1,2026-06-01T23:12:49.672000+00:00,2026-06-01T23:12:49.672000+00:00,Slow response detected endpoint=/api/cart latency=2223ms,1
T736,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2224ms,1,2026-06-01T17:03:57.050000+00:00,2026-06-01T17:03:57.050000+00:00,Slow response detected endpoint=/api/cart latency=2224ms,1
T737,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2226ms,1,2026-06-01T15:54:01.123000+00:00,2026-06-01T15:54:01.123000+00:00,Slow response detected endpoint=/api/cart latency=2226ms,1
T738,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2229ms,1,2026-06-01T18:35:47.454000+00:00,2026-06-01T18:35:47.454000+00:00,Slow response detected endpoint=/api/cart latency=2229ms,1
T739,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2231ms,1,2026-06-01T15:11:28.133000+00:00,2026-06-01T15:11:28.133000+00:00,Slow response detected endpoint=/api/cart latency=2231ms,1
T740,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2234ms,1,2026-06-01T16:45:37.446000+00:00,2026-06-01T16:45:37.446000+00:00,Slow response detected endpoint=/api/cart latency=2234ms,1
T741,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2236ms,1,2026-06-01T17:34:15.905000+00:00,2026-06-01T17:34:15.905000+00:00,Slow response detected endpoint=/api/cart latency=2236ms,1
T742,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1494ms,1,2026-06-01T22:50:11.755000+00:00,2026-06-01T22:50:11.755000+00:00,Slow response detected endpoint=/api/cart latency=1494ms,1
T743,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1495ms,1,2026-06-01T18:03:38.285000+00:00,2026-06-01T18:03:38.285000+00:00,Slow response detected endpoint=/api/cart latency=1495ms,1
T744,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1498ms,1,2026-06-01T21:25:53.850000+00:00,2026-06-01T21:25:53.850000+00:00,Slow response detected endpoint=/api/cart latency=1498ms,1
T745,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1503ms,1,2026-06-01T20:45:26.794000+00:00,2026-06-01T20:45:26.794000+00:00,Slow response detected endpoint=/api/cart latency=1503ms,1
T746,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1505ms,1,2026-06-01T14:28:28.121000+00:00,2026-06-01T14:28:28.121000+00:00,Slow response detected endpoint=/api/cart latency=1505ms,1
T747,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2293ms,1,2026-06-01T16:31:44.818000+00:00,2026-06-01T16:31:44.818000+00:00,Slow response detected endpoint=/api/cart latency=2293ms,1
T748,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2297ms,1,2026-06-01T18:23:42.706000+00:00,2026-06-01T18:23:42.706000+00:00,Slow response detected endpoint=/api/cart latency=2297ms,1
T749,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2301ms,1,2026-06-01T14:18:14.450000+00:00,2026-06-01T14:18:14.450000+00:00,Slow response detected endpoint=/api/cart latency=2301ms,1
T750,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2307ms,1,2026-06-01T22:03:49.721000+00:00,2026-06-01T22:03:49.721000+00:00,Slow response detected endpoint=/api/cart latency=2307ms,1
T751,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2240ms,1,2026-06-01T18:37:16.502000+00:00,2026-06-01T18:37:16.502000+00:00,Slow response detected endpoint=/api/cart latency=2240ms,1
T752,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2241ms,1,2026-06-01T17:39:50.283000+00:00,2026-06-01T17:39:50.283000+00:00,Slow response detected endpoint=/api/cart latency=2241ms,1
T753,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2251ms,1,2026-06-01T14:48:03.421000+00:00,2026-06-01T14:48:03.421000+00:00,Slow response detected endpoint=/api/cart latency=2251ms,1
T754,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2254ms,1,2026-06-01T11:27:25.862000+00:00,2026-06-01T11:27:25.862000+00:00,Slow response detected endpoint=/api/cart latency=2254ms,1
T755,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2255ms,1,2026-06-01T22:19:52.370000+00:00,2026-06-01T22:19:52.370000+00:00,Slow response detected endpoint=/api/cart latency=2255ms,1
T756,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2257ms,1,2026-06-01T20:43:53.362000+00:00,2026-06-01T20:43:53.362000+00:00,Slow response detected endpoint=/api/cart latency=2257ms,1
T757,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2262ms,1,2026-06-01T21:56:50.168000+00:00,2026-06-01T21:56:50.168000+00:00,Slow response detected endpoint=/api/cart latency=2262ms,1
T758,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2263ms,1,2026-06-01T19:41:33.505000+00:00,2026-06-01T19:41:33.505000+00:00,Slow response detected endpoint=/api/cart latency=2263ms,1
T759,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2264ms,1,2026-06-01T23:09:38.137000+00:00,2026-06-01T23:09:38.137000+00:00,Slow response detected endpoint=/api/cart latency=2264ms,1
T760,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2265ms,1,2026-06-01T19:14:18.664000+00:00,2026-06-01T19:14:18.664000+00:00,Slow response detected endpoint=/api/cart latency=2265ms,1
T761,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2271ms,1,2026-06-01T19:28:23.885000+00:00,2026-06-01T19:28:23.885000+00:00,Slow response detected endpoint=/api/cart latency=2271ms,1
T762,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2273ms,1,2026-06-01T16:10:09.763000+00:00,2026-06-01T16:10:09.763000+00:00,Slow response detected endpoint=/api/cart latency=2273ms,1
T763,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2320ms,1,2026-06-01T14:14:17.357000+00:00,2026-06-01T14:14:17.357000+00:00,Slow response detected endpoint=/api/cart latency=2320ms,1
T764,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2330ms,1,2026-06-01T23:48:23.632000+00:00,2026-06-01T23:48:23.632000+00:00,Slow response detected endpoint=/api/cart latency=2330ms,1
T765,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2331ms,1,2026-06-01T19:50:11.744000+00:00,2026-06-01T19:50:11.744000+00:00,Slow response detected endpoint=/api/cart latency=2331ms,1
T766,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2334ms,1,2026-06-01T17:54:08.488000+00:00,2026-06-01T17:54:08.488000+00:00,Slow response detected endpoint=/api/cart latency=2334ms,1
T767,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2335ms,1,2026-06-01T16:40:17.898000+00:00,2026-06-01T16:40:17.898000+00:00,Slow response detected endpoint=/api/cart latency=2335ms,1
T768,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2336ms,1,2026-06-01T18:21:52.114000+00:00,2026-06-01T18:21:52.114000+00:00,Slow response detected endpoint=/api/cart latency=2336ms,1
T769,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2340ms,1,2026-06-01T18:32:23.469000+00:00,2026-06-01T18:32:23.469000+00:00,Slow response detected endpoint=/api/cart latency=2340ms,1
T770,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2343ms,1,2026-06-01T10:52:58.121000+00:00,2026-06-01T10:52:58.121000+00:00,Slow response detected endpoint=/api/cart latency=2343ms,1
T771,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2345ms,1,2026-06-01T22:38:21.704000+00:00,2026-06-01T22:38:21.704000+00:00,Slow response detected endpoint=/api/cart latency=2345ms,1
T772,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2274ms,1,2026-06-01T18:45:50.693000+00:00,2026-06-01T18:45:50.693000+00:00,Slow response detected endpoint=/api/cart latency=2274ms,1
T773,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2278ms,1,2026-06-01T20:10:40.085000+00:00,2026-06-01T20:10:40.085000+00:00,Slow response detected endpoint=/api/cart latency=2278ms,1
T774,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2279ms,1,2026-06-01T11:43:22.586000+00:00,2026-06-01T11:43:22.586000+00:00,Slow response detected endpoint=/api/cart latency=2279ms,1
T775,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2280ms,1,2026-06-01T14:38:37.041000+00:00,2026-06-01T14:38:37.041000+00:00,Slow response detected endpoint=/api/cart latency=2280ms,1
T776,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2283ms,1,2026-06-01T13:42:06.893000+00:00,2026-06-01T13:42:06.893000+00:00,Slow response detected endpoint=/api/cart latency=2283ms,1
T777,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2287ms,1,2026-06-01T17:54:07.086000+00:00,2026-06-01T17:54:07.086000+00:00,Slow response detected endpoint=/api/cart latency=2287ms,1
T778,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2291ms,1,2026-06-01T20:26:49.225000+00:00,2026-06-01T20:26:49.225000+00:00,Slow response detected endpoint=/api/cart latency=2291ms,1
T779,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1474ms,1,2026-06-01T17:43:02.921000+00:00,2026-06-01T17:43:02.921000+00:00,Slow response detected endpoint=/api/cart latency=1474ms,1
T780,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1475ms,1,2026-06-01T19:42:00.221000+00:00,2026-06-01T19:42:00.221000+00:00,Slow response detected endpoint=/api/cart latency=1475ms,1
T781,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1477ms,1,2026-06-01T18:39:43.878000+00:00,2026-06-01T18:39:43.878000+00:00,Slow response detected endpoint=/api/cart latency=1477ms,1
T782,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1478ms,1,2026-06-01T20:35:12.872000+00:00,2026-06-01T20:35:12.872000+00:00,Slow response detected endpoint=/api/cart latency=1478ms,1
T783,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1480ms,1,2026-06-01T16:05:09.103000+00:00,2026-06-01T16:05:09.103000+00:00,Slow response detected endpoint=/api/cart latency=1480ms,1
T784,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1481ms,1,2026-06-01T20:09:35.943000+00:00,2026-06-01T20:09:35.943000+00:00,Slow response detected endpoint=/api/cart latency=1481ms,1
T785,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1485ms,1,2026-06-01T16:31:31.163000+00:00,2026-06-01T16:31:31.163000+00:00,Slow response detected endpoint=/api/cart latency=1485ms,1
T786,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1487ms,1,2026-06-01T15:39:43.814000+00:00,2026-06-01T15:39:43.814000+00:00,Slow response detected endpoint=/api/cart latency=1487ms,1
T787,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1490ms,1,2026-06-01T19:01:13.386000+00:00,2026-06-01T19:01:13.386000+00:00,Slow response detected endpoint=/api/cart latency=1490ms,1
T788,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1491ms,1,2026-06-01T21:51:26.530000+00:00,2026-06-01T21:51:26.530000+00:00,Slow response detected endpoint=/api/cart latency=1491ms,1
T789,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1492ms,1,2026-06-01T23:08:16.582000+00:00,2026-06-01T23:08:16.582000+00:00,Slow response detected endpoint=/api/cart latency=1492ms,1
T790,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1493ms,1,2026-06-01T16:22:44.277000+00:00,2026-06-01T16:22:44.277000+00:00,Slow response detected endpoint=/api/cart latency=1493ms,1
T791,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2313ms,1,2026-06-01T16:58:04.819000+00:00,2026-06-01T16:58:04.819000+00:00,Slow response detected endpoint=/api/cart latency=2313ms,1
T792,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2316ms,1,2026-06-01T23:44:47.672000+00:00,2026-06-01T23:44:47.672000+00:00,Slow response detected endpoint=/api/cart latency=2316ms,1
T793,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2317ms,1,2026-06-01T18:46:06.634000+00:00,2026-06-01T18:46:06.634000+00:00,Slow response detected endpoint=/api/cart latency=2317ms,1
T794,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2319ms,1,2026-06-01T20:53:51.259000+00:00,2026-06-01T20:53:51.259000+00:00,Slow response detected endpoint=/api/cart latency=2319ms,1
T795,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2404ms,1,2026-06-01T16:37:08.393000+00:00,2026-06-01T16:37:08.393000+00:00,Slow response detected endpoint=/api/cart latency=2404ms,1
T796,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2415ms,1,2026-06-01T22:41:57.653000+00:00,2026-06-01T22:41:57.653000+00:00,Slow response detected endpoint=/api/cart latency=2415ms,1
T797,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2350ms,1,2026-06-01T19:23:16.690000+00:00,2026-06-01T19:23:16.690000+00:00,Slow response detected endpoint=/api/cart latency=2350ms,1
T798,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2351ms,1,2026-06-01T18:31:48.472000+00:00,2026-06-01T18:31:48.472000+00:00,Slow response detected endpoint=/api/cart latency=2351ms,1
T799,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2353ms,1,2026-06-01T17:38:43.373000+00:00,2026-06-01T17:38:43.373000+00:00,Slow response detected endpoint=/api/cart latency=2353ms,1
T800,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2358ms,1,2026-06-01T14:34:48.908000+00:00,2026-06-01T14:34:48.908000+00:00,Slow response detected endpoint=/api/cart latency=2358ms,1
T801,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2359ms,1,2026-06-01T16:46:50.023000+00:00,2026-06-01T16:46:50.023000+00:00,Slow response detected endpoint=/api/cart latency=2359ms,1
T802,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2360ms,1,2026-06-01T21:12:57.901000+00:00,2026-06-01T21:12:57.901000+00:00,Slow response detected endpoint=/api/cart latency=2360ms,1
T803,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2366ms,1,2026-06-01T20:13:34.516000+00:00,2026-06-01T20:13:34.516000+00:00,Slow response detected endpoint=/api/cart latency=2366ms,1
T804,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2368ms,1,2026-06-01T22:48:17.514000+00:00,2026-06-01T22:48:17.514000+00:00,Slow response detected endpoint=/api/cart latency=2368ms,1
T805,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2369ms,1,2026-06-01T18:47:33.907000+00:00,2026-06-01T18:47:33.907000+00:00,Slow response detected endpoint=/api/cart latency=2369ms,1
T806,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2374ms,1,2026-06-01T11:38:02.757000+00:00,2026-06-01T11:38:02.757000+00:00,Slow response detected endpoint=/api/cart latency=2374ms,1
T807,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2377ms,1,2026-06-01T19:51:53.858000+00:00,2026-06-01T19:51:53.858000+00:00,Slow response detected endpoint=/api/cart latency=2377ms,1
T808,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2378ms,1,2026-06-01T23:43:32.465000+00:00,2026-06-01T23:43:32.465000+00:00,Slow response detected endpoint=/api/cart latency=2378ms,1
T809,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2380ms,1,2026-06-01T17:46:43.962000+00:00,2026-06-01T17:46:43.962000+00:00,Slow response detected endpoint=/api/cart latency=2380ms,1
T810,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1472ms,1,2026-06-01T20:42:13.674000+00:00,2026-06-01T20:42:13.674000+00:00,Slow response detected endpoint=/api/cart latency=1472ms,1
T811,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1451ms,1,2026-06-01T16:29:30.244000+00:00,2026-06-01T16:29:30.244000+00:00,Slow response detected endpoint=/api/cart latency=1451ms,1
T812,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1452ms,1,2026-06-01T16:58:23.111000+00:00,2026-06-01T16:58:23.111000+00:00,Slow response detected endpoint=/api/cart latency=1452ms,1
T813,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1453ms,1,2026-06-01T15:17:51.274000+00:00,2026-06-01T15:17:51.274000+00:00,Slow response detected endpoint=/api/cart latency=1453ms,1
T814,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1456ms,1,2026-06-01T18:32:43.979000+00:00,2026-06-01T18:32:43.979000+00:00,Slow response detected endpoint=/api/cart latency=1456ms,1
T815,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1458ms,1,2026-06-01T16:43:36.438000+00:00,2026-06-01T16:43:36.438000+00:00,Slow response detected endpoint=/api/cart latency=1458ms,1
T816,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1460ms,1,2026-06-01T14:26:32.153000+00:00,2026-06-01T14:26:32.153000+00:00,Slow response detected endpoint=/api/cart latency=1460ms,1
T817,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1461ms,1,2026-06-01T19:22:43.935000+00:00,2026-06-01T19:22:43.935000+00:00,Slow response detected endpoint=/api/cart latency=1461ms,1
T818,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1462ms,1,2026-06-01T16:58:13.119000+00:00,2026-06-01T16:58:13.119000+00:00,Slow response detected endpoint=/api/cart latency=1462ms,1
T819,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1464ms,1,2026-06-01T21:16:32.394000+00:00,2026-06-01T21:16:32.394000+00:00,Slow response detected endpoint=/api/cart latency=1464ms,1
T820,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2382ms,1,2026-06-01T23:26:37.996000+00:00,2026-06-01T23:26:37.996000+00:00,Slow response detected endpoint=/api/cart latency=2382ms,1
T821,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2383ms,1,2026-06-01T21:29:54.558000+00:00,2026-06-01T21:29:54.558000+00:00,Slow response detected endpoint=/api/cart latency=2383ms,1
T822,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2384ms,1,2026-06-01T14:12:12.922000+00:00,2026-06-01T14:12:12.922000+00:00,Slow response detected endpoint=/api/cart latency=2384ms,1
T823,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2389ms,1,2026-06-01T22:40:55.642000+00:00,2026-06-01T22:40:55.642000+00:00,Slow response detected endpoint=/api/cart latency=2389ms,1
T824,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2392ms,1,2026-06-01T17:02:36.256000+00:00,2026-06-01T17:02:36.256000+00:00,Slow response detected endpoint=/api/cart latency=2392ms,1
T825,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2394ms,1,2026-06-01T23:29:08.306000+00:00,2026-06-01T23:29:08.306000+00:00,Slow response detected endpoint=/api/cart latency=2394ms,1
T826,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2398ms,1,2026-06-01T14:03:34.100000+00:00,2026-06-01T14:03:34.100000+00:00,Slow response detected endpoint=/api/cart latency=2398ms,1
T827,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2481ms,1,2026-06-01T15:07:55.073000+00:00,2026-06-01T15:07:55.073000+00:00,Slow response detected endpoint=/api/cart latency=2481ms,1
