service,template_id,template,timestamp,count
cart-service,T009,ProductCatalogCache loaded <*> entries,2026-06-01T11:40:00+00:00,7
cart-service,T011,Slow response detected endpoint=/api/cart <*>,2026-06-01T11:40:00+00:00,3
cart-service,T012,Connection pool nearing limit pool=db <*>,2026-06-01T11:40:00+00:00,7
cart-service,T016,Cache warm-up slower than expected startup_ms=<NUM>,2026-06-01T11:40:00+00:00,4
cart-service,T017,Health check response time elevated endpoint=/health <*>,2026-06-01T11:40:00+00:00,1
order-service,T005,Cart service call succeeded,2026-06-01T11:40:00+00:00,10
order-service,T006,Order created orderId=<ORDER_ID> userId=<NUM>,2026-06-01T11:40:00+00:00,11
order-service,T010,Health check passed,2026-06-01T11:40:00+00:00,4
order-service,T013,Cart service timeout after <NUM>ms,2026-06-01T11:40:00+00:00,2
cart-service,T001,Health check passed,2026-06-01T11:45:00+00:00,15
cart-service,T002,Item added to cart for userId=<NUM>,2026-06-01T11:45:00+00:00,14
cart-service,T003,DB query executed table=cart <*>,2026-06-01T11:45:00+00:00,10
cart-service,T004,ProductCatalogCache eviction failed: heap pressure too high,2026-06-01T11:45:00+00:00,2
cart-service,T007,GC overhead limit warning: pause=<NUM>ms heap=<NUM>%,2026-06-01T11:45:00+00:00,5
cart-service,T008,Checkout completed orderId=<ORDER_ID>,2026-06-01T11:45:00+00:00,12
cart-service,T009,ProductCatalogCache loaded <*> entries,2026-06-01T11:45:00+00:00,6
cart-service,T011,Slow response detected endpoint=/api/cart <*>,2026-06-01T11:45:00+00:00,2
cart-service,T012,Connection pool nearing limit pool=db <*>,2026-06-01T11:45:00+00:00,3
cart-service,T016,Cache warm-up slower than expected startup_ms=<NUM>,2026-06-01T11:45:00+00:00,3
cart-service,T017,Health check response time elevated endpoint=/health <*>,2026-06-01T11:45:00+00:00,3
order-service,T005,Cart service call succeeded,2026-06-01T11:45:00+00:00,4
order-service,T006,Order created orderId=<ORDER_ID> userId=<NUM>,2026-06-01T11:45:00+00:00,5
order-service,T010,Health check passed,2026-06-01T11:45:00+00:00,7
order-service,T013,Cart service timeout after <NUM>ms,2026-06-01T11:45:00+00:00,1
cart-service,T001,Health check passed,2026-06-01T11:50:00+00:00,15
cart-service,T002,Item added to cart for userId=<NUM>,2026-06-01T11:50:00+00:00,13
cart-service,T003,DB query executed table=cart <*>,2026-06-01T11:50:00+00:00,16
cart-service,T004,ProductCatalogCache eviction failed: heap pressure too high,2026-06-01T11:50:00+00:00,1
cart-service,T007,GC overhead limit warning: pause=<NUM>ms heap=<NUM>%,2026-06-01T11:50:00+00:00,1
cart-service,T008,Checkout completed orderId=<ORDER_ID>,2026-06-01T11:50:00+00:00,5
cart-service,T009,ProductCatalogCache loaded <*> entries,2026-06-01T11:50:00+00:00,10
cart-service,T011,Slow response detected endpoint=/api/cart <*>,2026-06-01T11:50:00+00:00,1
cart-service,T012,Connection pool nearing limit pool=db <*>,2026-06-01T11:50:00+00:00,6
cart-service,T016,Cache warm-up slower than expected startup_ms=<NUM>,2026-06-01T11:50:00+00:00,5
cart-service,T017,Health check response time elevated endpoint=/health <*>,2026-06-01T11:50:00+00:00,1
order-service,T005,Cart service call succeeded,2026-06-01T11:50:00+00:00,12
order-service,T006,Order created orderId=<ORDER_ID> userId=<NUM>,2026-06-01T11:50:00+00:00,6
order-service,T010,Health check passed,2026-06-01T11:50:00+00:00,12
cart-service,T001,Health check passed,2026-06-01T11:55:00+00:00,10
cart-service,T002,Item added to cart for userId=<NUM>,2026-06-01T11:55:00+00:00,16
cart-service,T003,DB query executed table=cart <*>,2026-06-01T11:55:00+00:00,15
cart-service,T004,ProductCatalogCache eviction failed: heap pressure too high,2026-06-01T11:55:00+00:00,2
cart-service,T007,GC overhead limit warning: pause=<NUM>ms heap=<NUM>%,2026-06-01T11:55:00+00:00,5
cart-service,T008,Checkout completed orderId=<ORDER_ID>,2026-06-01T11:55:00+00:00,4
cart-service,T009,ProductCatalogCache loaded <*> entries,2026-06-01T11:55:00+00:00,8
cart-service,T011,Slow response detected endpoint=/api/cart <*>,2026-06-01T11:55:00+00:00,2
cart-service,T012,Connection pool nearing limit pool=db <*>,2026-06-01T11:55:00+00:00,6
cart-service,T017,Health check response time elevated endpoint=/health <*>,2026-06-01T11:55:00+00:00,4
order-service,T005,Cart service call succeeded,2026-06-01T11:55:00+00:00,6
order-service,T006,Order created orderId=<ORDER_ID> userId=<NUM>,2026-06-01T11:55:00+00:00,7
order-service,T010,Health check passed,2026-06-01T11:55:00+00:00,4
order-service,T013,Cart service timeout after <NUM>ms,2026-06-01T11:55:00+00:00,2
cart-service,T001,Health check passed,2026-06-01T12:00:00+00:00,20
cart-service,T002,Item added to cart for userId=<NUM>,2026-06-01T12:00:00+00:00,11
cart-service,T003,DB query executed table=cart <*>,2026-06-01T12:00:00+00:00,6
cart-service,T004,ProductCatalogCache eviction failed: heap pressure too high,2026-06-01T12:00:00+00:00,2
cart-service,T007,GC overhead limit warning: pause=<NUM>ms heap=<NUM>%,2026-06-01T12:00:00+00:00,3
cart-service,T008,Checkout completed orderId=<ORDER_ID>,2026-06-01T12:00:00+00:00,17
cart-service,T009,ProductCatalogCache loaded <*> entries,2026-06-01T12:00:00+00:00,6
cart-service,T011,Slow response detected endpoint=/api/cart <*>,2026-06-01T12:00:00+00:00,4
cart-service,T012,Connection pool nearing limit pool=db <*>,2026-06-01T12:00:00+00:00,7
cart-service,T016,Cache warm-up slower than expected startup_ms=<NUM>,2026-06-01T12:00:00+00:00,2
cart-service,T017,Health check response time elevated endpoint=/health <*>,2026-06-01T12:00:00+00:00,2
order-service,T005,Cart service call succeeded,2026-06-01T12:00:00+00:00,7
order-service,T006,Order created orderId=<ORDER_ID> userId=<NUM>,2026-06-01T12:00:00+00:00,7
order-service,T010,Health check passed,2026-06-01T12:00:00+00:00,4
order-service,T013,Cart service timeout after <NUM>ms,2026-06-01T12:00:00+00:00,4
cart-service,T001,Health check passed,2026-06-01T12:05:00+00:00,10
cart-service,T002,Item added to cart for userId=<NUM>,2026-06-01T12:05:00+00:00,20
cart-service,T003,DB query executed table=cart <*>,2026-06-01T12:05:00+00:00,9
cart-service,T004,ProductCatalogCache eviction failed: heap pressure too high,2026-06-01T12:05:00+00:00,1
cart-service,T007,GC overhead limit warning: pause=<NUM>ms heap=<NUM>%,2026-06-01T12:05:00+00:00,3
cart-service,T008,Checkout completed orderId=<ORDER_ID>,2026-06-01T12:05:00+00:00,10
cart-service,T009,ProductCatalogCache loaded <*> entries,2026-06-01T12:05:00+00:00,8
cart-service,T011,Slow response detected endpoint=/api/cart <*>,2026-06-01T12:05:00+00:00,4
cart-service,T012,Connection pool nearing limit pool=db <*>,2026-06-01T12:05:00+00:00,2
cart-service,T016,Cache warm-up slower than expected startup_ms=<NUM>,2026-06-01T12:05:00+00:00,3
cart-service,T017,Health check response time elevated endpoint=/health <*>,2026-06-01T12:05:00+00:00,1
order-service,T005,Cart service call succeeded,2026-06-01T12:05:00+00:00,6
order-service,T006,Order created orderId=<ORDER_ID> userId=<NUM>,2026-06-01T12:05:00+00:00,9
order-service,T010,Health check passed,2026-06-01T12:05:00+00:00,7
cart-service,T001,Health check passed,2026-06-01T12:10:00+00:00,15
cart-service,T002,Item added to cart for userId=<NUM>,2026-06-01T12:10:00+00:00,6
cart-service,T003,DB query executed table=cart <*>,2026-06-01T12:10:00+00:00,14
cart-service,T007,GC overhead limit warning: pause=<NUM>ms heap=<NUM>%,2026-06-01T12:10:00+00:00,5
cart-service,T008,Checkout completed orderId=<ORDER_ID>,2026-06-01T12:10:00+00:00,10
cart-service,T009,ProductCatalogCache loaded <*> entries,2026-06-01T12:10:00+00:00,8
cart-service,T011,Slow response detected endpoint=/api/cart <*>,2026-06-01T12:10:00+00:00,4
cart-service,T012,Connection pool nearing limit pool=db <*>,2026-06-01T12:10:00+00:00,2
cart-service,T016,Cache warm-up slower than expected startup_ms=<NUM>,2026-06-01T12:10:00+00:00,6
cart-service,T017,Health check response time elevated endpoint=/health <*>,2026-06-01T12:10:00+00:00,3
order-service,T005,Cart service call succeeded,2026-06-01T12:10:00+00:00,8
order-service,T006,Order created orderId=<ORDER_ID> userId=<NUM>,2026-06-01T12:10:00+00:00,5
order-service,T010,Health check passed,2026-06-01T12:10:00+00:00,7
order-service,T013,Cart service timeout after <NUM>ms,2026-06-01T12:10:00+00:00,2
cart-service,T001,Health check passed,2026-06-01T12:15:00+00:00,12
cart-service,T002,Item added to cart for userId=<NUM>,2026-06-01T12:15:00+00:00,17
cart-service,T003,DB query executed table=cart <*>,2026-06-01T12:15:00+00:00,13
cart-service,T007,GC overhead limit warning: pause=<NUM>ms heap=<NUM>%,2026-06-01T12:15:00+00:00,1
cart-service,T008,Checkout completed orderId=<ORDER_ID>,2026-06-01T12:15:00+00:00,11
cart-service,T009,ProductCatalogCache loaded <*> entries,2026-06-01T12:15:00+00:00,3
cart-service,T012,Connection pool nearing limit pool=db <*>,2026-06-01T12:15:00+00:00,6
cart-service,T016,Cache warm-up slower than expected startup_ms=<NUM>,2026-06-01T12:15:00+00:00,3
cart-service,T017,Health check response time elevated endpoint=/health <*>,2026-06-01T12:15:00+00:00,4
order-service,T005,Cart service call succeeded,2026-06-01T12:15:00+00:00,12
order-service,T006,Order created orderId=<ORDER_ID> userId=<NUM>,2026-06-01T12:15:00+00:00,9
order-service,T010,Health check passed,2026-06-01T12:15:00+00:00,6
order-service,T013,Cart service timeout after <NUM>ms,2026-06-01T12:15:00+00:00,1
cart-service,T001,Health check passed,2026-06-01T12:20:00+00:00,8
cart-service,T002,Item added to cart for userId=<NUM>,2026-06-01T12:20:00+00:00,10
cart-service,T003,DB query executed table=cart <*>,2026-06-01T12:20:00+00:00,13
cart-service,T004,ProductCatalogCache eviction failed: heap pressure too high,2026-06-01T12:20:00+00:00,1
cart-service,T007,GC overhead limit warning: pause=<NUM>ms heap=<NUM>%,2026-06-01T12:20:00+00:00,5
cart-service,T008,Checkout completed orderId=<ORDER_ID>,2026-06-01T12:20:00+00:00,9
cart-service,T009,ProductCatalogCache loaded <*> entries,2026-06-01T12:20:00+00:00,9
cart-service,T011,Slow response detected endpoint=/api/cart <*>,2026-06-01T12:20:00+00:00,3
cart-service,T012,Connection pool nearing limit pool=db <*>,2026-06-01T12:20:00+00:00,4
cart-service,T016,Cache warm-up slower than expected startup_ms=<NUM>,2026-06-01T12:20:00+00:00,2
cart-service,T017,Health check response time elevated endpoint=/health <*>,2026-06-01T12:20:00+00:00,3
order-service,T005,Cart service call succeeded,2026-06-01T12:20:00+00:00,7
order-service,T006,Order created orderId=<ORDER_ID> userId=<NUM>,2026-06-01T12:20:00+00:00,8
order-service,T010,Health check passed,2026-06-01T12:20:00+00:00,7
cart-service,T001,Health check passed,2026-06-01T12:25:00+00:00,11
cart-service,T002,Item added to cart for userId=<NUM>,2026-06-01T12:25:00+00:00,22
cart-service,T003,DB query executed table=cart <*>,2026-06-01T12:25:00+00:00,12
cart-service,T004,ProductCatalogCache eviction failed: heap pressure too high,2026-06-01T12:25:00+00:00,1
cart-service,T007,GC overhead limit warning: pause=<NUM>ms heap=<NUM>%,2026-06-01T12:25:00+00:00,1
cart-service,T008,Checkout completed orderId=<ORDER_ID>,2026-06-01T12:25:00+00:00,9
cart-service,T009,ProductCatalogCache loaded <*> entries,2026-06-01T12:25:00+00:00,7
cart-service,T011,Slow response detected endpoint=/api/cart <*>,2026-06-01T12:25:00+00:00,1
cart-service,T012,Connection pool nearing limit pool=db <*>,2026-06-01T12:25:00+00:00,6
cart-service,T016,Cache warm-up slower than expected startup_ms=<NUM>,2026-06-01T12:25:00+00:00,4
cart-service,T017,Health check response time elevated endpoint=/health <*>,2026-06-01T12:25:00+00:00,6
order-service,T005,Cart service call succeeded,2026-06-01T12:25:00+00:00,9
order-service,T006,Order created orderId=<ORDER_ID> userId=<NUM>,2026-06-01T12:25:00+00:00,7
order-service,T010,Health check passed,2026-06-01T12:25:00+00:00,7
order-service,T013,Cart service timeout after <NUM>ms,2026-06-01T12:25:00+00:00,1
cart-service,T001,Health check passed,2026-06-01T12:30:00+00:00,18
cart-service,T002,Item added to cart for userId=<NUM>,2026-06-01T12:30:00+00:00,22
cart-service,T003,DB query executed table=cart <*>,2026-06-01T12:30:00+00:00,15
cart-service,T004,ProductCatalogCache eviction failed: heap pressure too high,2026-06-01T12:30:00+00:00,1
cart-service,T007,GC overhead limit warning: pause=<NUM>ms heap=<NUM>%,2026-06-01T12:30:00+00:00,2
cart-service,T008,Checkout completed orderId=<ORDER_ID>,2026-06-01T12:30:00+00:00,1
cart-service,T009,ProductCatalogCache loaded <*> entries,2026-06-01T12:30:00+00:00,13
cart-service,T011,Slow response detected endpoint=/api/cart <*>,2026-06-01T12:30:00+00:00,3
cart-service,T012,Connection pool nearing limit pool=db <*>,2026-06-01T12:30:00+00:00,3
cart-service,T016,Cache warm-up slower than expected startup_ms=<NUM>,2026-06-01T12:30:00+00:00,2
cart-service,T017,Health check response time elevated endpoint=/health <*>,2026-06-01T12:30:00+00:00,6
order-service,T005,Cart service call succeeded,2026-06-01T12:30:00+00:00,9
order-service,T006,Order created orderId=<ORDER_ID> userId=<NUM>,2026-06-01T12:30:00+00:00,8
order-service,T010,Health check passed,2026-06-01T12:30:00+00:00,8
order-service,T013,Cart service timeout after <NUM>ms,2026-06-01T12:30:00+00:00,3
cart-service,T001,Health check passed,2026-06-01T12:35:00+00:00,13
cart-service,T002,Item added to cart for userId=<NUM>,2026-06-01T12:35:00+00:00,8
cart-service,T003,DB query executed table=cart <*>,2026-06-01T12:35:00+00:00,12
cart-service,T007,GC overhead limit warning: pause=<NUM>ms heap=<NUM>%,2026-06-01T12:35:00+00:00,3
cart-service,T008,Checkout completed orderId=<ORDER_ID>,2026-06-01T12:35:00+00:00,3
cart-service,T009,ProductCatalogCache loaded <*> entries,2026-06-01T12:35:00+00:00,10
cart-service,T011,Slow response detected endpoint=/api/cart <*>,2026-06-01T12:35:00+00:00,2
cart-service,T012,Connection pool nearing limit pool=db <*>,2026-06-01T12:35:00+00:00,4
cart-service,T016,Cache warm-up slower than expected startup_ms=<NUM>,2026-06-01T12:35:00+00:00,4
cart-service,T017,Health check response time elevated endpoint=/health <*>,2026-06-01T12:35:00+00:00,4
order-service,T005,Cart service call succeeded,2026-06-01T12:35:00+00:00,7
order-service,T006,Order created orderId=<ORDER_ID> userId=<NUM>,2026-06-01T12:35:00+00:00,5
order-service,T010,Health check passed,2026-06-01T12:35:00+00:00,7
cart-service,T001,Health check passed,2026-06-01T12:40:00+00:00,17
cart-service,T002,Item added to cart for userId=<NUM>,2026-06-01T12:40:00+00:00,11
cart-service,T003,DB query executed table=cart <*>,2026-06-01T12:40:00+00:00,18
cart-service,T007,GC overhead limit warning: pause=<NUM>ms heap=<NUM>%,2026-06-01T12:40:00+00:00,5
cart-service,T008,Checkout completed orderId=<ORDER_ID>,2026-06-01T12:40:00+00:00,4
cart-service,T009,ProductCatalogCache loaded <*> entries,2026-06-01T12:40:00+00:00,6
cart-service,T011,Slow response detected endpoint=/api/cart <*>,2026-06-01T12:40:00+00:00,4
cart-service,T012,Connection pool nearing limit pool=db <*>,2026-06-01T12:40:00+00:00,9
cart-service,T016,Cache warm-up slower than expected startup_ms=<NUM>,2026-06-01T12:40:00+00:00,5
cart-service,T017,Health check response time elevated endpoint=/health <*>,2026-06-01T12:40:00+00:00,1
order-service,T005,Cart service call succeeded,2026-06-01T12:40:00+00:00,10
order-service,T006,Order created orderId=<ORDER_ID> userId=<NUM>,2026-06-01T12:40:00+00:00,6
order-service,T010,Health check passed,2026-06-01T12:40:00+00:00,5
order-service,T013,Cart service timeout after <NUM>ms,2026-06-01T12:40:00+00:00,1
cart-service,T001,Health check passed,2026-06-01T12:45:00+00:00,15
cart-service,T002,Item added to cart for userId=<NUM>,2026-06-01T12:45:00+00:00,18
cart-service,T003,DB query executed table=cart <*>,2026-06-01T12:45:00+00:00,9
cart-service,T007,GC overhead limit warning: pause=<NUM>ms heap=<NUM>%,2026-06-01T12:45:00+00:00,2
cart-service,T008,Checkout completed orderId=<ORDER_ID>,2026-06-01T12:45:00+00:00,6
cart-service,T009,ProductCatalogCache loaded <*> entries,2026-06-01T12:45:00+00:00,7
cart-service,T012,Connection pool nearing limit pool=db <*>,2026-06-01T12:45:00+00:00,4
cart-service,T016,Cache warm-up slower than expected startup_ms=<NUM>,2026-06-01T12:45:00+00:00,2
cart-service,T017,Health check response time elevated endpoint=/health <*>,2026-06-01T12:45:00+00:00,5
order-service,T005,Cart service call succeeded,2026-06-01T12:45:00+00:00,13
order-service,T006,Order created orderId=<ORDER_ID> userId=<NUM>,2026-06-01T12:45:00+00:00,10
order-service,T010,Health check passed,2026-06-01T12:45:00+00:00,5
order-service,T013,Cart service timeout after <NUM>ms,2026-06-01T12:45:00+00:00,1
cart-service,T001,Health check passed,2026-06-01T12:50:00+00:00,17
cart-service,T002,Item added to cart for userId=<NUM>,2026-06-01T12:50:00+00:00,10
cart-service,T003,DB query executed table=cart <*>,2026-06-01T12:50:00+00:00,16
cart-service,T004,ProductCatalogCache eviction failed: heap pressure too high,2026-06-01T12:50:00+00:00,1
cart-service,T007,GC overhead limit warning: pause=<NUM>ms heap=<NUM>%,2026-06-01T12:50:00+00:00,3
cart-service,T008,Checkout completed orderId=<ORDER_ID>,2026-06-01T12:50:00+00:00,11
cart-service,T009,ProductCatalogCache loaded <*> entries,2026-06-01T12:50:00+00:00,7
cart-service,T011,Slow response detected endpoint=/api/cart <*>,2026-06-01T12:50:00+00:00,2
cart-service,T012,Connection pool nearing limit pool=db <*>,2026-06-01T12:50:00+00:00,8
cart-service,T016,Cache warm-up slower than expected startup_ms=<NUM>,2026-06-01T12:50:00+00:00,5
cart-service,T017,Health check response time elevated endpoint=/health <*>,2026-06-01T12:50:00+00:00,2
order-service,T005,Cart service call succeeded,2026-06-01T12:50:00+00:00,11
order-service,T006,Order created orderId=<ORDER_ID> userId=<NUM>,2026-06-01T12:50:00+00:00,7
order-service,T010,Health check passed,2026-06-01T12:50:00+00:00,4
order-service,T013,Cart service timeout after <NUM>ms,2026-06-01T12:50:00+00:00,1
cart-service,T001,Health check passed,2026-06-01T12:55:00+00:00,14
cart-service,T002,Item added to cart for userId=<NUM>,2026-06-01T12:55:00+00:00,16
cart-service,T003,DB query executed table=cart <*>,2026-06-01T12:55:00+00:00,12
cart-service,T004,ProductCatalogCache eviction failed: heap pressure too high,2026-06-01T12:55:00+00:00,1
cart-service,T007,GC overhead limit warning: pause=<NUM>ms heap=<NUM>%,2026-06-01T12:55:00+00:00,3
cart-service,T008,Checkout completed orderId=<ORDER_ID>,2026-06-01T12:55:00+00:00,4
cart-service,T009,ProductCatalogCache loaded <*> entries,2026-06-01T12:55:00+00:00,5
cart-service,T011,Slow response detected endpoint=/api/cart <*>,2026-06-01T12:55:00+00:00,1
cart-service,T012,Connection pool nearing limit pool=db <*>,2026-06-01T12:55:00+00:00,3
cart-service,T016,Cache warm-up slower than expected startup_ms=<NUM>,2026-06-01T12:55:00+00:00,4
cart-service,T017,Health check response time elevated endpoint=/health <*>,2026-06-01T12:55:00+00:00,4
order-service,T005,Cart service call succeeded,2026-06-01T12:55:00+00:00,13
order-service,T006,Order created orderId=<ORDER_ID> userId=<NUM>,2026-06-01T12:55:00+00:00,7
order-service,T010,Health check passed,2026-06-01T12:55:00+00:00,4
order-service,T013,Cart service timeout after <NUM>ms,2026-06-01T12:55:00+00:00,1
cart-service,T001,Health check passed,2026-06-01T13:00:00+00:00,13
cart-service,T002,Item added to cart for userId=<NUM>,2026-06-01T13:00:00+00:00,11
cart-service,T003,DB query executed table=cart <*>,2026-06-01T13:00:00+00:00,10
cart-service,T004,ProductCatalogCache eviction failed: heap pressure too high,2026-06-01T13:00:00+00:00,4
cart-service,T007,GC overhead limit warning: pause=<NUM>ms heap=<NUM>%,2026-06-01T13:00:00+00:00,4
cart-service,T008,Checkout completed orderId=<ORDER_ID>,2026-06-01T13:00:00+00:00,9
cart-service,T009,ProductCatalogCache loaded <*> entries,2026-06-01T13:00:00+00:00,10
cart-service,T012,Connection pool nearing limit pool=db <*>,2026-06-01T13:00:00+00:00,6
cart-service,T016,Cache warm-up slower than expected startup_ms=<NUM>,2026-06-01T13:00:00+00:00,2
cart-service,T017,Health check response time elevated endpoint=/health <*>,2026-06-01T13:00:00+00:00,3
order-service,T005,Cart service call succeeded,2026-06-01T13:00:00+00:00,8
order-service,T006,Order created orderId=<ORDER_ID> userId=<NUM>,2026-06-01T13:00:00+00:00,10
order-service,T010,Health check passed,2026-06-01T13:00:00+00:00,2
order-service,T013,Cart service timeout after <NUM>ms,2026-06-01T13:00:00+00:00,3
cart-service,T001,Health check passed,2026-06-01T13:05:00+00:00,16
cart-service,T002,Item added to cart for userId=<NUM>,2026-06-01T13:05:00+00:00,11
cart-service,T003,DB query executed table=cart <*>,2026-06-01T13:05:00+00:00,5
cart-service,T004,ProductCatalogCache eviction failed: heap pressure too high,2026-06-01T13:05:00+00:00,3
cart-service,T007,GC overhead limit warning: pause=<NUM>ms heap=<NUM>%,2026-06-01T13:05:00+00:00,3
cart-service,T008,Checkout completed orderId=<ORDER_ID>,2026-06-01T13:05:00+00:00,9
cart-service,T009,ProductCatalogCache loaded <*> entries,2026-06-01T13:05:00+00:00,8
cart-service,T011,Slow response detected endpoint=/api/cart <*>,2026-06-01T13:05:00+00:00,1
cart-service,T012,Connection pool nearing limit pool=db <*>,2026-06-01T13:05:00+00:00,3
cart-service,T016,Cache warm-up slower than expected startup_ms=<NUM>,2026-06-01T13:05:00+00:00,4
cart-service,T017,Health check response time elevated endpoint=/health <*>,2026-06-01T13:05:00+00:00,2
order-service,T005,Cart service call succeeded,2026-06-01T13:05:00+00:00,11
order-service,T006,Order created orderId=<ORDER_ID> userId=<NUM>,2026-06-01T13:05:00+00:00,8
order-service,T010,Health check passed,2026-06-01T13:05:00+00:00,9
order-service,T013,Cart service timeout after <NUM>ms,2026-06-01T13:05:00+00:00,1
cart-service,T001,Health check passed,2026-06-01T13:10:00+00:00,8
cart-service,T002,Item added to cart for userId=<NUM>,2026-06-01T13:10:00+00:00,9
cart-service,T003,DB query executed table=cart <*>,2026-06-01T13:10:00+00:00,12
cart-service,T004,ProductCatalogCache eviction failed: heap pressure too high,2026-06-01T13:10:00+00:00,1
cart-service,T007,GC overhead limit warning: pause=<NUM>ms heap=<NUM>%,2026-06-01T13:10:00+00:00,6
cart-service,T008,Checkout completed orderId=<ORDER_ID>,2026-06-01T13:10:00+00:00,10
cart-service,T009,ProductCatalogCache loaded <*> entries,2026-06-01T13:10:00+00:00,5
cart-service,T011,Slow response detected endpoint=/api/cart <*>,2026-06-01T13:10:00+00:00,2
cart-service,T012,Connection pool nearing limit pool=db <*>,2026-06-01T13:10:00+00:00,5
cart-service,T016,Cache warm-up slower than expected startup_ms=<NUM>,2026-06-01T13:10:00+00:00,1
cart-service,T017,Health check response time elevated endpoint=/health <*>,2026-06-01T13:10:00+00:00,3
order-service,T005,Cart service call succeeded,2026-06-01T13:10:00+00:00,11
order-service,T006,Order created orderId=<ORDER_ID> userId=<NUM>,2026-06-01T13:10:00+00:00,2
order-service,T010,Health check passed,2026-06-01T13:10:00+00:00,8
order-service,T013,Cart service timeout after <NUM>ms,2026-06-01T13:10:00+00:00,2
cart-service,T001,Health check passed,2026-06-01T13:15:00+00:00,12
cart-service,T002,Item added to cart for userId=<NUM>,2026-06-01T13:15:00+00:00,16
cart-service,T003,DB query executed table=cart <*>,2026-06-01T13:15:00+00:00,12
cart-service,T004,ProductCatalogCache eviction failed: heap pressure too high,2026-06-01T13:15:00+00:00,2
cart-service,T007,GC overhead limit warning: pause=<NUM>ms heap=<NUM>%,2026-06-01T13:15:00+00:00,4
cart-service,T008,Checkout completed orderId=<ORDER_ID>,2026-06-01T13:15:00+00:00,11
cart-service,T009,ProductCatalogCache loaded <*> entries,2026-06-01T13:15:00+00:00,12
cart-service,T011,Slow response detected endpoint=/api/cart <*>,2026-06-01T13:15:00+00:00,2
cart-service,T012,Connection pool nearing limit pool=db <*>,2026-06-01T13:15:00+00:00,3
cart-service,T016,Cache warm-up slower than expected startup_ms=<NUM>,2026-06-01T13:15:00+00:00,4
cart-service,T017,Health check response time elevated endpoint=/health <*>,2026-06-01T13:15:00+00:00,3
order-service,T005,Cart service call succeeded,2026-06-01T13:15:00+00:00,11
order-service,T006,Order created orderId=<ORDER_ID> userId=<NUM>,2026-06-01T13:15:00+00:00,8
order-service,T010,Health check passed,2026-06-01T13:15:00+00:00,6
order-service,T013,Cart service timeout after <NUM>ms,2026-06-01T13:15:00+00:00,2
cart-service,T001,Health check passed,2026-06-01T13:20:00+00:00,12
cart-service,T002,Item added to cart for userId=<NUM>,2026-06-01T13:20:00+00:00,16
cart-service,T003,DB query executed table=cart <*>,2026-06-01T13:20:00+00:00,11
cart-service,T004,ProductCatalogCache eviction failed: heap pressure too high,2026-06-01T13:20:00+00:00,1
cart-service,T007,GC overhead limit warning: pause=<NUM>ms heap=<NUM>%,2026-06-01T13:20:00+00:00,5
cart-service,T008,Checkout completed orderId=<ORDER_ID>,2026-06-01T13:20:00+00:00,8
cart-service,T009,ProductCatalogCache loaded <*> entries,2026-06-01T13:20:00+00:00,7
cart-service,T011,Slow response detected endpoint=/api/cart <*>,2026-06-01T13:20:00+00:00,1
cart-service,T012,Connection pool nearing limit pool=db <*>,2026-06-01T13:20:00+00:00,3
cart-service,T016,Cache warm-up slower than expected startup_ms=<NUM>,2026-06-01T13:20:00+00:00,1
cart-service,T017,Health check response time elevated endpoint=/health <*>,2026-06-01T13:20:00+00:00,3
order-service,T005,Cart service call succeeded,2026-06-01T13:20:00+00:00,8
order-service,T006,Order created orderId=<ORDER_ID> userId=<NUM>,2026-06-01T13:20:00+00:00,14
order-service,T010,Health check passed,2026-06-01T13:20:00+00:00,5
order-service,T013,Cart service timeout after <NUM>ms,2026-06-01T13:20:00+00:00,1
cart-service,T001,Health check passed,2026-06-01T13:25:00+00:00,13
cart-service,T002,Item added to cart for userId=<NUM>,2026-06-01T13:25:00+00:00,15
cart-service,T003,DB query executed table=cart <*>,2026-06-01T13:25:00+00:00,9
cart-service,T007,GC overhead limit warning: pause=<NUM>ms heap=<NUM>%,2026-06-01T13:25:00+00:00,2
cart-service,T008,Checkout completed orderId=<ORDER_ID>,2026-06-01T13:25:00+00:00,8
cart-service,T009,ProductCatalogCache loaded <*> entries,2026-06-01T13:25:00+00:00,9
cart-service,T011,Slow response detected endpoint=/api/cart <*>,2026-06-01T13:25:00+00:00,4
cart-service,T012,Connection pool nearing limit pool=db <*>,2026-06-01T13:25:00+00:00,1
cart-service,T016,Cache warm-up slower than expected startup_ms=<NUM>,2026-06-01T13:25:00+00:00,6
cart-service,T017,Health check response time elevated endpoint=/health <*>,2026-06-01T13:25:00+00:00,1
order-service,T005,Cart service call succeeded,2026-06-01T13:25:00+00:00,6
order-service,T006,Order created orderId=<ORDER_ID> userId=<NUM>,2026-06-01T13:25:00+00:00,10
order-service,T010,Health check passed,2026-06-01T13:25:00+00:00,7
order-service,T013,Cart service timeout after <NUM>ms,2026-06-01T13:25:00+00:00,1
cart-service,T001,Health check passed,2026-06-01T13:30:00+00:00,12
cart-service,T002,Item added to cart for userId=<NUM>,2026-06-01T13:30:00+00:00,12
cart-service,T003,DB query executed table=cart <*>,2026-06-01T13:30:00+00:00,12
cart-service,T004,ProductCatalogCache eviction failed: heap pressure too high,2026-06-01T13:30:00+00:00,2
cart-service,T007,GC overhead limit warning: pause=<NUM>ms heap=<NUM>%,2026-06-01T13:30:00+00:00,4
cart-service,T008,Checkout completed orderId=<ORDER_ID>,2026-06-01T13:30:00+00:00,10
