timestamp,http_requests_per_sec,http_p99_latency_ms,http_5xx_rate,cart_upstream_error_rate,product_upstream_error_rate,active_connections
2026-06-01T06:15:00Z,66.3,11.7,0.0,0.71,0.03,382
2026-06-01T06:15:30Z,67.4,31.4,0.0,0.06,0.09,361
2026-06-01T06:16:00Z,54.84,18.0,1.5,0.38,0.23,396
2026-06-01T06:16:30Z,74.33,10.0,0.0,0.19,0.15,389
2026-06-01T06:17:00Z,74.95,68.7,0.0,0.31,0.15,368
2026-06-01T06:17:30Z,61.57,27.3,0.0,0.0,0.21,364
2026-06-01T06:18:00Z,56.47,23.7,0.0,0.46,0.04,370
2026-06-01T06:18:30Z,75.61,10.0,0.0,0.63,0.11,381
2026-06-01T06:19:00Z,64.13,44.0,0.87,0.0,0.02,357
2026-06-01T06:19:30Z,74.28,57.3,0.2,0.21,0.24,364
2026-06-01T06:20:00Z,66.85,19.3,0.0,0.58,0.12,365
2026-06-01T06:20:30Z,67.81,10.0,0.0,0.37,0.04,391
2026-06-01T06:21:00Z,72.5,10.0,0.0,0.35,0.27,355
2026-06-01T06:21:30Z,82.21,22.0,0.0,0.47,0.3,371
2026-06-01T06:22:00Z,65.84,10.0,0.0,0.12,0.09,387
2026-06-01T06:22:30Z,77.18,16.1,0.92,0.25,0.18,376
2026-06-01T06:23:00Z,73.92,10.5,0.0,0.77,0.07,372
2026-06-01T06:23:30Z,53.68,27.0,0.0,0.23,0.27,379
2026-06-01T06:24:00Z,58.34,10.0,0.0,0.21,0.22,379
2026-06-01T06:24:30Z,64.73,10.0,1.34,0.33,0.08,376
2026-06-01T06:25:00Z,67.51,24.1,1.26,0.53,0.05,387
2026-06-01T06:25:30Z,80.54,19.6,0.87,0.37,0.03,366
2026-06-01T06:26:00Z,67.94,21.0,0.65,0.2,0.11,351
2026-06-01T06:26:30Z,61.47,22.0,1.5,0.66,0.13,365
2026-06-01T06:27:00Z,69.86,10.0,0.0,0.47,0.2,371
2026-06-01T06:27:30Z,59.32,17.0,0.13,0.75,0.29,356
2026-06-01T06:28:00Z,67.78,39.8,0.0,0.67,0.02,391
2026-06-01T06:28:30Z,71.79,10.0,0.0,0.43,0.21,358
2026-06-01T06:29:00Z,71.79,41.0,0.0,0.77,0.28,347
2026-06-01T06:29:30Z,66.42,32.3,0.05,0.23,0.1,361
2026-06-01T06:30:00Z,66.13,45.9,0.0,0.73,0.13,336
2026-06-01T06:30:30Z,67.44,10.0,0.0,0.59,0.14,369
2026-06-01T06:31:00Z,72.22,23.1,0.01,0.68,0.27,392
2026-06-01T06:31:30Z,78.51,10.0,0.0,0.32,0.1,376
2026-06-01T06:32:00Z,80.03,10.0,0.99,0.57,0.01,382
2026-06-01T06:32:30Z,73.62,33.2,0.0,0.64,0.24,356
2026-06-01T06:33:00Z,63.23,10.0,0.63,0.35,0.03,372
2026-06-01T06:33:30Z,63.75,10.0,0.0,0.41,0.25,361
2026-06-01T06:34:00Z,76.84,24.1,0.55,0.47,0.18,361
2026-06-01T06:34:30Z,66.7,21.8,0.88,0.71,0.26,376
2026-06-01T06:35:00Z,55.07,21.2,0.3,0.77,0.11,360
2026-06-01T06:35:30Z,80.35,19.1,0.0,0.19,0.06,374
2026-06-01T06:36:00Z,72.65,15.2,0.0,0.39,0.3,401
2026-06-01T06:36:30Z,56.62,39.1,0.91,0.52,0.11,378
2026-06-01T06:37:00Z,65.29,10.0,0.36,0.41,0.19,375
2026-06-01T06:37:30Z,76.47,24.8,0.0,0.28,0.09,386
2026-06-01T06:38:00Z,78.41,24.5,0.5,0.26,0.23,370
2026-06-01T06:38:30Z,71.91,18.4,0.0,0.63,0.13,373
2026-06-01T06:39:00Z,76.32,33.4,0.39,0.12,0.13,366
2026-06-01T06:39:30Z,69.17,14.2,0.62,0.2,0.1,416
2026-06-01T06:40:00Z,82.72,10.0,0.0,0.46,0.25,366
2026-06-01T06:40:30Z,95.14,36.6,0.4,0.26,0.03,380
2026-06-01T06:41:00Z,59.15,29.0,0.0,0.25,0.13,353
2026-06-01T06:41:30Z,70.92,32.3,0.0,0.45,0.22,388
2026-06-01T06:42:00Z,66.4,27.6,0.0,0.74,0.06,413
2026-06-01T06:42:30Z,59.35,40.7,0.0,0.03,0.25,404
2026-06-01T06:43:00Z,80.81,10.0,0.68,0.35,0.25,368
2026-06-01T06:43:30Z,65.88,13.9,0.0,0.27,0.13,368
2026-06-01T06:44:00Z,64.71,10.0,0.66,0.72,0.21,375
2026-06-01T06:44:30Z,74.97,21.0,0.24,0.54,0.09,385
2026-06-01T06:45:00Z,65.54,14.1,0.0,0.21,0.17,389
2026-06-01T06:45:30Z,54.1,23.7,0.0,0.49,0.25,384
2026-06-01T06:46:00Z,66.18,10.0,0.0,0.23,0.14,390
2026-06-01T06:46:30Z,86.91,51.5,0.93,0.75,0.22,382
2026-06-01T06:47:00Z,63.61,23.6,0.16,0.2,0.18,401
2026-06-01T06:47:30Z,76.76,10.0,0.0,0.19,0.04,398
2026-06-01T06:48:00Z,61.01,10.0,0.0,0.74,0.28,379
2026-06-01T06:48:30Z,67.17,10.0,0.16,0.56,0.2,391
2026-06-01T06:49:00Z,67.87,10.0,0.0,0.65,0.07,407
2026-06-01T06:49:30Z,75.97,29.6,0.57,0.27,0.26,374
2026-06-01T06:50:00Z,83.44,10.0,1.5,0.29,0.23,396
2026-06-01T06:50:30Z,59.89,19.4,1.21,0.07,0.06,387
2026-06-01T06:51:00Z,70.83,10.0,0.0,0.65,0.03,407
2026-06-01T06:51:30Z,60.96,10.0,0.0,0.52,0.28,404
2026-06-01T06:52:00Z,72.37,20.3,0.0,0.42,0.28,400
2026-06-01T06:52:30Z,66.0,13.5,0.0,0.61,0.18,400
2026-06-01T06:53:00Z,56.48,59.4,0.0,0.19,0.22,384
2026-06-01T06:53:30Z,71.14,10.0,1.06,0.24,0.07,389
2026-06-01T06:54:00Z,81.96,37.1,1.14,0.18,0.25,375
2026-06-01T06:54:30Z,73.54,46.0,0.04,0.34,0.05,369
2026-06-01T06:55:00Z,70.4,23.1,0.24,0.76,0.29,401
2026-06-01T06:55:30Z,77.87,10.0,0.0,0.03,0.27,379
2026-06-01T06:56:00Z,72.15,35.8,0.0,0.47,0.09,390
2026-06-01T06:56:30Z,62.82,24.4,0.0,0.54,0.27,379
2026-06-01T06:57:00Z,85.3,14.0,0.0,0.04,0.05,379
2026-06-01T06:57:30Z,71.41,10.0,0.37,0.28,0.01,382
2026-06-01T06:58:00Z,75.17,10.0,0.0,0.01,0.3,370
2026-06-01T06:58:30Z,75.74,23.0,0.69,0.64,0.11,387
2026-06-01T06:59:00Z,77.01,16.6,0.57,0.06,0.04,378
2026-06-01T06:59:30Z,76.94,12.0,0.86,0.66,0.1,389
2026-06-01T07:00:00Z,73.17,10.0,0.55,0.27,0.09,368
2026-06-01T07:00:30Z,78.32,51.7,0.16,0.11,0.06,357
2026-06-01T07:01:00Z,75.98,12.1,0.0,0.43,0.06,397
2026-06-01T07:01:30Z,71.83,13.0,0.0,0.19,0.23,394
2026-06-01T07:02:00Z,63.94,16.4,0.0,0.03,0.28,399
2026-06-01T07:02:30Z,85.39,10.0,0.07,0.29,0.26,372
2026-06-01T07:03:00Z,66.9,20.9,0.0,0.79,0.05,363
2026-06-01T07:03:30Z,80.94,25.1,0.61,0.55,0.06,392
2026-06-01T07:04:00Z,75.68,12.1,1.5,0.45,0.02,415
2026-06-01T07:04:30Z,84.72,33.8,0.6,0.51,0.23,397
2026-06-01T07:05:00Z,70.86,10.0,0.0,0.29,0.14,384
2026-06-01T07:05:30Z,73.76,16.2,0.62,0.29,0.17,382
2026-06-01T07:06:00Z,78.43,10.0,0.0,0.73,0.27,411
2026-06-01T07:06:30Z,75.94,13.1,0.68,0.15,0.17,392
2026-06-01T07:07:00Z,83.1,16.7,0.0,0.43,0.03,401
2026-06-01T07:07:30Z,72.01,10.0,0.0,0.34,0.03,380
2026-06-01T07:08:00Z,82.3,26.9,0.0,0.4,0.22,366
2026-06-01T07:08:30Z,77.34,28.1,0.0,0.55,0.15,390
2026-06-01T07:09:00Z,70.06,13.8,0.0,0.55,0.04,383
2026-06-01T07:09:30Z,75.22,24.3,0.0,0.78,0.28,388
2026-06-01T07:10:00Z,69.8,38.7,0.0,0.16,0.28,403
2026-06-01T07:10:30Z,82.18,10.0,1.5,0.58,0.21,396
2026-06-01T07:11:00Z,77.4,10.0,0.3,0.26,0.0,397
2026-06-01T07:11:30Z,63.09,10.0,0.0,0.73,0.18,396
2026-06-01T07:12:00Z,76.67,37.5,0.0,0.67,0.2,391
2026-06-01T07:12:30Z,73.53,10.0,0.0,0.57,0.2,399
2026-06-01T07:13:00Z,71.9,20.9,0.23,0.78,0.1,374
2026-06-01T07:13:30Z,82.63,10.0,1.5,0.29,0.25,402
2026-06-01T07:14:00Z,88.65,35.8,0.08,0.06,0.18,403
2026-06-01T07:14:30Z,75.97,10.0,0.0,0.04,0.26,391
2026-06-01T07:15:00Z,88.39,27.6,0.34,0.48,0.13,381
2026-06-01T07:15:30Z,71.8,34.5,0.45,0.16,0.12,406
2026-06-01T07:16:00Z,75.59,28.5,0.27,0.25,0.03,384
2026-06-01T07:16:30Z,48.88,10.0,0.37,0.29,0.15,393
2026-06-01T07:17:00Z,82.49,39.6,0.0,0.61,0.26,391
2026-06-01T07:17:30Z,82.13,15.3,0.0,0.54,0.23,412
2026-06-01T07:18:00Z,75.13,27.4,1.5,0.6,0.04,395
2026-06-01T07:18:30Z,71.57,10.0,0.0,0.47,0.18,364
2026-06-01T07:19:00Z,74.86,10.0,0.0,0.33,0.17,421
2026-06-01T07:19:30Z,81.64,26.3,0.0,0.22,0.04,410
2026-06-01T07:20:00Z,70.11,22.3,0.68,0.17,0.09,403
2026-06-01T07:20:30Z,76.8,26.6,0.0,0.73,0.14,402
2026-06-01T07:21:00Z,70.61,10.0,0.0,0.27,0.15,399
2026-06-01T07:21:30Z,84.14,10.0,0.0,0.19,0.19,381
2026-06-01T07:22:00Z,62.94,34.1,0.77,0.07,0.2,406
2026-06-01T07:22:30Z,63.36,37.7,0.0,0.48,0.21,377
2026-06-01T07:23:00Z,72.57,21.7,0.0,0.41,0.1,375
2026-06-01T07:23:30Z,78.24,52.5,0.0,0.77,0.06,377
2026-06-01T07:24:00Z,83.55,24.1,0.36,0.25,0.25,389
2026-06-01T07:24:30Z,83.7,13.3,0.0,0.68,0.09,409
2026-06-01T07:25:00Z,70.75,28.3,0.62,0.01,0.24,380
2026-06-01T07:25:30Z,81.6,45.7,0.83,0.31,0.07,402
2026-06-01T07:26:00Z,72.6,11.6,0.13,0.03,0.15,405
2026-06-01T07:26:30Z,72.18,19.4,0.0,0.5,0.12,389
2026-06-01T07:27:00Z,77.19,27.2,0.0,0.78,0.03,401
2026-06-01T07:27:30Z,75.0,25.6,0.0,0.2,0.08,431
2026-06-01T07:28:00Z,89.1,13.8,1.39,0.6,0.25,392
2026-06-01T07:28:30Z,88.25,11.3,0.0,0.64,0.15,403
2026-06-01T07:29:00Z,85.58,21.6,0.29,0.72,0.21,402
2026-06-01T07:29:30Z,71.58,39.5,0.0,0.21,0.09,381
2026-06-01T07:30:00Z,66.88,10.8,1.5,0.15,0.01,409
2026-06-01T07:30:30Z,71.6,10.0,0.0,0.16,0.28,413
2026-06-01T07:31:00Z,84.82,25.1,0.0,0.47,0.0,391
2026-06-01T07:31:30Z,76.37,22.2,0.41,0.2,0.11,420
2026-06-01T07:32:00Z,71.82,55.0,0.58,0.65,0.24,399
2026-06-01T07:32:30Z,90.99,18.8,0.0,0.78,0.04,404
2026-06-01T07:33:00Z,82.11,48.7,0.0,0.72,0.05,377
2026-06-01T07:33:30Z,90.94,22.1,1.5,0.08,0.23,375
2026-06-01T07:34:00Z,79.58,37.1,0.0,0.19,0.06,389
2026-06-01T07:34:30Z,75.92,26.0,0.0,0.42,0.26,401
2026-06-01T07:35:00Z,79.4,44.0,0.0,0.66,0.14,409
2026-06-01T07:35:30Z,70.78,28.0,0.37,0.09,0.11,392
2026-06-01T07:36:00Z,71.77,23.6,0.0,0.76,0.02,406
2026-06-01T07:36:30Z,75.14,16.2,0.0,0.2,0.21,374
2026-06-01T07:37:00Z,73.35,29.4,0.68,0.32,0.08,414
2026-06-01T07:37:30Z,69.18,20.0,0.87,0.63,0.21,403
2026-06-01T07:38:00Z,75.2,10.0,0.0,0.32,0.15,424
2026-06-01T07:38:30Z,87.49,10.0,0.0,0.78,0.18,418
2026-06-01T07:39:00Z,68.08,10.0,0.12,0.19,0.2,414
2026-06-01T07:39:30Z,80.88,10.0,0.0,0.4,0.15,384
2026-06-01T07:40:00Z,85.83,10.0,0.0,0.69,0.18,410
2026-06-01T07:40:30Z,79.5,10.0,0.0,0.47,0.11,406
2026-06-01T07:41:00Z,78.86,27.0,1.36,0.01,0.26,440
2026-06-01T07:41:30Z,79.22,18.6,0.0,0.45,0.16,406
2026-06-01T07:42:00Z,73.75,41.3,0.0,0.13,0.17,353
2026-06-01T07:42:30Z,86.22,28.7,0.0,0.58,0.27,390
2026-06-01T07:43:00Z,87.59,35.3,1.5,0.23,0.06,383
2026-06-01T07:43:30Z,62.82,10.0,0.68,0.71,0.24,431
2026-06-01T07:44:00Z,75.75,30.6,0.0,0.38,0.27,388
2026-06-01T07:44:30Z,84.64,24.7,1.5,0.19,0.1,394
2026-06-01T07:45:00Z,86.5,10.0,0.0,0.68,0.25,409
2026-06-01T07:45:30Z,90.48,31.3,0.0,0.29,0.13,400
2026-06-01T07:46:00Z,85.81,25.9,0.0,0.28,0.13,427
2026-06-01T07:46:30Z,85.08,10.0,0.71,0.15,0.1,420
2026-06-01T07:47:00Z,91.01,41.5,1.48,0.53,0.28,382
2026-06-01T07:47:30Z,79.33,10.0,0.38,0.5,0.19,401
2026-06-01T07:48:00Z,76.17,10.0,0.98,0.6,0.19,408
2026-06-01T07:48:30Z,87.29,12.5,0.0,0.52,0.21,404
2026-06-01T07:49:00Z,82.01,47.3,0.02,0.17,0.1,378
2026-06-01T07:49:30Z,85.92,21.4,0.0,0.13,0.16,413
2026-06-01T07:50:00Z,77.24,21.7,0.0,0.48,0.01,412
2026-06-01T07:50:30Z,78.8,43.5,1.01,0.62,0.08,399
2026-06-01T07:51:00Z,76.56,26.5,1.5,0.46,0.17,389
2026-06-01T07:51:30Z,71.24,20.3,0.0,0.7,0.12,425
2026-06-01T07:52:00Z,95.95,33.1,0.0,0.03,0.01,409
2026-06-01T07:52:30Z,70.28,37.6,0.64,0.05,0.17,382
2026-06-01T07:53:00Z,83.02,22.6,0.08,0.17,0.08,428
2026-06-01T07:53:30Z,84.39,10.0,0.31,0.2,0.23,412
2026-06-01T07:54:00Z,88.19,14.2,0.32,0.42,0.04,411
2026-06-01T07:54:30Z,90.25,10.6,0.3,0.34,0.08,397
2026-06-01T07:55:00Z,78.58,31.3,0.93,0.19,0.07,425
2026-06-01T07:55:30Z,82.14,10.0,0.0,0.07,0.06,414
2026-06-01T07:56:00Z,77.62,10.0,0.45,0.7,0.02,415
2026-06-01T07:56:30Z,87.3,39.4,0.76,0.42,0.11,408
2026-06-01T07:57:00Z,70.32,19.3,0.91,0.19,0.17,427
2026-06-01T07:57:30Z,80.28,66.0,0.0,0.41,0.02,413
2026-06-01T07:58:00Z,87.39,10.0,0.54,0.8,0.08,406
2026-06-01T07:58:30Z,83.41,27.1,0.0,0.08,0.22,404
2026-06-01T07:59:00Z,84.52,16.9,0.0,0.16,0.19,406
2026-06-01T07:59:30Z,74.46,10.1,0.0,0.25,0.08,414
2026-06-01T08:00:00Z,80.29,10.0,0.0,0.77,0.19,411
2026-06-01T08:00:30Z,78.1,29.2,0.0,0.17,0.12,412
2026-06-01T08:01:00Z,89.3,13.1,1.3,0.04,0.12,417
2026-06-01T08:01:30Z,82.82,51.0,0.22,0.68,0.22,393
2026-06-01T08:02:00Z,85.61,38.9,0.62,0.6,0.27,427
2026-06-01T08:02:30Z,80.0,17.3,0.0,0.06,0.15,416
2026-06-01T08:03:00Z,92.01,10.0,0.78,0.39,0.16,416
2026-06-01T08:03:30Z,91.22,32.7,0.1,0.13,0.3,421
2026-06-01T08:04:00Z,76.22,21.2,0.17,0.38,0.23,424
2026-06-01T08:04:30Z,80.25,10.0,0.0,0.4,0.16,398
2026-06-01T08:05:00Z,92.55,10.0,0.24,0.73,0.05,376
2026-06-01T08:05:30Z,87.11,12.2,0.69,0.57,0.11,412
2026-06-01T08:06:00Z,89.68,11.6,0.0,0.46,0.13,403
2026-06-01T08:06:30Z,88.29,24.4,0.48,0.48,0.1,397
2026-06-01T08:07:00Z,89.51,48.5,0.0,0.43,0.1,413
2026-06-01T08:07:30Z,85.83,10.0,0.0,0.19,0.02,413
2026-06-01T08:08:00Z,95.51,31.1,0.0,0.2,0.18,438
2026-06-01T08:08:30Z,80.19,10.0,0.36,0.43,0.22,425
2026-06-01T08:09:00Z,87.48,44.0,0.0,0.63,0.14,425
2026-06-01T08:09:30Z,84.8,19.5,0.0,0.22,0.28,403
2026-06-01T08:10:00Z,90.02,21.2,0.0,0.18,0.23,399
2026-06-01T08:10:30Z,70.31,13.2,0.0,0.24,0.03,398
2026-06-01T08:11:00Z,100.14,27.2,0.0,0.06,0.21,437
2026-06-01T08:11:30Z,100.92,18.1,0.0,0.26,0.2,367
2026-06-01T08:12:00Z,78.62,55.1,1.5,0.07,0.28,426
2026-06-01T08:12:30Z,88.09,14.9,0.2,0.47,0.24,430
2026-06-01T08:13:00Z,89.94,25.5,0.21,0.15,0.19,378
2026-06-01T08:13:30Z,84.8,25.5,0.01,0.16,0.3,412
2026-06-01T08:14:00Z,90.29,24.9,0.0,0.37,0.0,395
2026-06-01T08:14:30Z,94.38,28.8,0.08,0.55,0.17,426
2026-06-01T08:15:00Z,90.24,20.3,0.39,0.64,0.19,407
2026-06-01T08:15:30Z,79.8,34.5,0.0,0.58,0.15,416
2026-06-01T08:16:00Z,86.81,17.6,0.0,0.58,0.05,384
2026-06-01T08:16:30Z,85.64,24.2,0.19,0.11,0.09,392
2026-06-01T08:17:00Z,101.74,10.0,0.0,0.11,0.13,431
2026-06-01T08:17:30Z,94.07,10.0,0.31,0.7,0.06,427
2026-06-01T08:18:00Z,80.72,10.0,0.0,0.59,0.3,402
2026-06-01T08:18:30Z,86.76,23.6,0.59,0.26,0.02,436
2026-06-01T08:19:00Z,78.97,52.0,0.63,0.24,0.17,401
2026-06-01T08:19:30Z,88.38,30.5,0.0,0.25,0.26,396
2026-06-01T08:20:00Z,85.4,22.0,0.03,0.06,0.01,423
2026-06-01T08:20:30Z,81.6,19.3,0.1,0.07,0.03,426
2026-06-01T08:21:00Z,82.06,17.0,0.0,0.24,0.03,443
2026-06-01T08:21:30Z,89.37,27.4,1.15,0.41,0.04,418
2026-06-01T08:22:00Z,85.21,10.0,0.0,0.01,0.0,404
2026-06-01T08:22:30Z,81.91,30.5,0.0,0.36,0.25,403
2026-06-01T08:23:00Z,90.7,24.5,0.39,0.28,0.05,416
2026-06-01T08:23:30Z,84.7,12.6,0.0,0.14,0.08,439
2026-06-01T08:24:00Z,91.73,10.0,0.0,0.01,0.22,419
2026-06-01T08:24:30Z,91.02,12.4,0.34,0.13,0.27,392
2026-06-01T08:25:00Z,100.62,36.6,0.39,0.06,0.02,443
2026-06-01T08:25:30Z,96.76,45.8,0.0,0.07,0.28,438
2026-06-01T08:26:00Z,91.26,10.0,0.0,0.32,0.1,416
2026-06-01T08:26:30Z,93.96,10.0,0.0,0.69,0.19,427
2026-06-01T08:27:00Z,94.18,45.9,0.0,0.09,0.14,417
2026-06-01T08:27:30Z,84.28,13.2,0.0,0.01,0.04,439
2026-06-01T08:28:00Z,87.41,10.0,0.0,0.71,0.15,423
2026-06-01T08:28:30Z,89.04,24.9,0.0,0.15,0.09,418
2026-06-01T08:29:00Z,91.42,36.2,1.39,0.37,0.21,420
2026-06-01T08:29:30Z,84.78,22.6,0.0,0.0,0.1,408
2026-06-01T08:30:00Z,75.66,10.0,0.0,0.05,0.1,418
2026-06-01T08:30:30Z,94.64,33.7,0.75,0.32,0.3,438
2026-06-01T08:31:00Z,86.22,36.9,0.0,0.52,0.12,443
2026-06-01T08:31:30Z,84.14,34.1,0.31,0.29,0.17,412
2026-06-01T08:32:00Z,85.43,19.0,0.3,0.65,0.1,419
2026-06-01T08:32:30Z,90.46,18.1,0.0,0.75,0.17,432
2026-06-01T08:33:00Z,89.23,41.1,1.31,0.63,0.22,419
2026-06-01T08:33:30Z,85.72,37.4,0.0,0.25,0.09,443
2026-06-01T08:34:00Z,94.97,21.5,1.5,0.57,0.19,403
2026-06-01T08:34:30Z,84.6,39.4,1.14,0.03,0.21,434
2026-06-01T08:35:00Z,95.78,32.5,0.47,0.15,0.2,407
2026-06-01T08:35:30Z,102.88,18.7,1.5,0.56,0.14,435
2026-06-01T08:36:00Z,78.25,33.7,0.02,0.8,0.21,388
2026-06-01T08:36:30Z,93.28,27.1,0.79,0.55,0.26,445
2026-06-01T08:37:00Z,92.89,23.1,0.1,0.77,0.05,425
2026-06-01T08:37:30Z,104.75,10.0,0.0,0.48,0.05,409
2026-06-01T08:38:00Z,98.44,40.8,1.11,0.53,0.0,433
2026-06-01T08:38:30Z,96.11,32.3,0.32,0.07,0.18,422
2026-06-01T08:39:00Z,83.73,10.0,0.0,0.64,0.21,435
2026-06-01T08:39:30Z,94.86,10.0,0.0,0.29,0.07,430
2026-06-01T08:40:00Z,91.78,36.6,0.32,0.77,0.26,420
2026-06-01T08:40:30Z,77.38,26.1,0.0,0.68,0.01,427
2026-06-01T08:41:00Z,90.25,26.5,1.5,0.2,0.09,418
2026-06-01T08:41:30Z,86.86,24.4,0.0,0.79,0.06,453
2026-06-01T08:42:00Z,91.57,41.5,1.5,0.23,0.03,443
2026-06-01T08:42:30Z,101.1,21.7,0.0,0.76,0.29,401
2026-06-01T08:43:00Z,91.52,11.8,0.99,0.79,0.28,428
2026-06-01T08:43:30Z,87.9,13.3,0.0,0.61,0.01,421
2026-06-01T08:44:00Z,86.63,10.0,0.0,0.79,0.14,423
2026-06-01T08:44:30Z,90.29,15.4,0.0,0.55,0.23,423
2026-06-01T08:45:00Z,87.17,12.0,0.0,0.76,0.03,409
2026-06-01T08:45:30Z,94.26,31.2,1.36,0.41,0.1,431
2026-06-01T08:46:00Z,90.32,11.0,0.0,0.1,0.14,433
2026-06-01T08:46:30Z,99.04,13.8,0.0,0.45,0.02,418
2026-06-01T08:47:00Z,92.07,26.1,0.53,0.17,0.24,427
2026-06-01T08:47:30Z,96.78,57.1,0.57,0.42,0.12,429
2026-06-01T08:48:00Z,83.71,36.0,0.0,0.19,0.19,425
2026-06-01T08:48:30Z,95.22,15.1,0.08,0.61,0.07,407
2026-06-01T08:49:00Z,81.94,15.8,1.29,0.23,0.19,446
2026-06-01T08:49:30Z,93.28,26.2,0.0,0.45,0.01,457
2026-06-01T08:50:00Z,98.49,31.8,0.0,0.0,0.12,450
2026-06-01T08:50:30Z,87.82,19.8,0.15,0.75,0.29,428
2026-06-01T08:51:00Z,81.38,22.9,1.5,0.03,0.19,425
2026-06-01T08:51:30Z,94.5,33.2,0.7,0.52,0.16,442
2026-06-01T08:52:00Z,96.71,10.0,0.0,0.72,0.03,416
2026-06-01T08:52:30Z,107.44,19.6,1.5,0.06,0.24,405
2026-06-01T08:53:00Z,103.46,11.4,0.0,0.05,0.2,443
2026-06-01T08:53:30Z,80.64,21.2,0.0,0.44,0.08,417
2026-06-01T08:54:00Z,97.87,37.0,0.8,0.07,0.24,394
2026-06-01T08:54:30Z,77.0,29.6,0.15,0.12,0.14,415
2026-06-01T08:55:00Z,90.81,16.2,0.2,0.14,0.12,412
2026-06-01T08:55:30Z,104.16,17.1,0.43,0.8,0.18,459
2026-06-01T08:56:00Z,90.19,10.0,0.0,0.07,0.05,421
2026-06-01T08:56:30Z,100.05,43.1,1.46,0.7,0.14,420
2026-06-01T08:57:00Z,94.0,13.6,0.0,0.7,0.18,463
2026-06-01T08:57:30Z,84.53,14.4,0.0,0.45,0.12,404
2026-06-01T08:58:00Z,92.56,33.7,0.0,0.34,0.25,430
2026-06-01T08:58:30Z,84.49,10.0,0.26,0.08,0.1,439
2026-06-01T08:59:00Z,92.59,10.0,0.0,0.64,0.16,422
2026-06-01T08:59:30Z,93.3,38.3,0.0,0.73,0.17,433
2026-06-01T09:00:00Z,85.94,10.0,0.2,0.55,0.17,408
2026-06-01T09:00:30Z,90.6,10.0,0.0,0.41,0.26,427
2026-06-01T09:01:00Z,92.58,26.6,0.0,0.21,0.15,434
2026-06-01T09:01:30Z,90.66,51.3,1.5,0.62,0.22,407
2026-06-01T09:02:00Z,85.8,11.3,0.65,0.62,0.11,438
2026-06-01T09:02:30Z,91.29,21.2,0.0,0.07,0.05,431
2026-06-01T09:03:00Z,92.58,16.1,0.38,0.01,0.05,431
2026-06-01T09:03:30Z,97.92,58.6,0.0,0.51,0.17,424
2026-06-01T09:04:00Z,89.27,10.0,1.2,0.61,0.02,432
2026-06-01T09:04:30Z,86.65,23.9,0.36,0.5,0.16,405
2026-06-01T09:05:00Z,85.63,15.1,0.0,0.22,0.28,438
2026-06-01T09:05:30Z,105.64,27.3,0.0,0.14,0.03,439
2026-06-01T09:06:00Z,78.2,16.3,0.0,0.28,0.23,434
2026-06-01T09:06:30Z,93.44,17.9,0.0,0.32,0.19,431
2026-06-01T09:07:00Z,89.78,35.0,1.5,0.29,0.17,460
2026-06-01T09:07:30Z,79.88,10.0,1.48,0.16,0.03,434
2026-06-01T09:08:00Z,101.36,40.0,0.0,0.2,0.19,424
2026-06-01T09:08:30Z,96.44,34.2,0.0,0.19,0.04,428
2026-06-01T09:09:00Z,90.6,10.0,0.17,0.64,0.2,449
2026-06-01T09:09:30Z,96.13,14.1,1.5,0.04,0.19,444
2026-06-01T09:10:00Z,91.45,23.8,0.0,0.29,0.2,456
2026-06-01T09:10:30Z,95.86,11.6,1.43,0.42,0.11,442
2026-06-01T09:11:00Z,87.54,21.7,0.01,0.37,0.1,429
2026-06-01T09:11:30Z,92.57,22.0,0.81,0.73,0.16,430
2026-06-01T09:12:00Z,92.08,10.0,0.0,0.27,0.16,426
2026-06-01T09:12:30Z,98.14,51.6,0.0,0.44,0.26,438
2026-06-01T09:13:00Z,85.43,10.0,1.13,0.14,0.29,465
2026-06-01T09:13:30Z,87.68,22.1,0.6,0.26,0.2,419
2026-06-01T09:14:00Z,91.09,18.0,0.0,0.54,0.07,426
2026-06-01T09:14:30Z,93.91,32.1,0.0,0.53,0.22,444
2026-06-01T09:15:00Z,82.99,10.0,1.5,0.63,0.04,423
2026-06-01T09:15:30Z,101.32,22.6,0.57,0.17,0.0,421
2026-06-01T09:16:00Z,97.92,45.5,0.06,0.7,0.26,420
2026-06-01T09:16:30Z,105.62,10.0,0.04,0.61,0.11,436
2026-06-01T09:17:00Z,91.04,10.0,1.5,0.15,0.27,456
2026-06-01T09:17:30Z,94.29,16.9,0.0,0.37,0.07,453
2026-06-01T09:18:00Z,97.36,43.9,0.0,0.23,0.14,422
2026-06-01T09:18:30Z,96.71,17.1,0.18,0.78,0.03,437
2026-06-01T09:19:00Z,79.17,30.2,0.0,0.73,0.28,426
2026-06-01T09:19:30Z,101.37,18.3,0.0,0.74,0.21,414
2026-06-01T09:20:00Z,84.58,27.0,0.04,0.4,0.04,425
2026-06-01T09:20:30Z,103.82,11.5,0.0,0.72,0.11,453
2026-06-01T09:21:00Z,86.36,46.0,0.09,0.45,0.01,444
2026-06-01T09:21:30Z,91.85,40.2,0.0,0.28,0.18,398
2026-06-01T09:22:00Z,95.88,10.0,0.0,0.08,0.04,424
2026-06-01T09:22:30Z,101.18,15.9,0.52,0.7,0.11,465
